Title,Album,Lyrics
Tell Me It's Okay (Demo),Paramore (Deluxe Edition),"[Verse 1]
Maybe it's been years since I genuinely smiled

And maybe it's been years since I wanted to be a part of anything

But lately I've been good, you know, I've actually been great

Man, I even laughed a little today, oh, so strange, so strange

[Chorus]
Tell me it's okay to be happy now, because I'm happy now

Tell me it's okay to be happy now, because I'm happy now
Tell me it's okay, tell me it's okay
Tell me it's okay, tell me it's okay

[Verse 2]
Thought it was my right to be as sorry as I wanted to be
I wasted all my teenage years being a misery factory

But something had to give, I had to finally see the light
I think at 23 it's time to practice what I preach

And what I preach is

[Chorus]
Tell me it's okay to be happy now, because I'm happy now
Tell me it's okay to be happy now, because I'm happy now
Tell me it's okay, tell me it's okay
Tell me it's okay, tell me it's okay

[Bridge]
All my wasted hope
I let go when I should've held tighter
And now when the is sun out
I let it burn
, not afraid to feel it shine on me

[Pre-Chorus]
It's okay
Tell me it's okay, tell me it's okay
Tell me it's okay, tell me it's okay
Tell me it's okay, tell me it's okay
Tell me it's okay

[Chorus]
Tell me it's okay to be happy now, because I'm happy now
Tell me it's okay to be happy now, my life is finally leveling out,
so
Tell me it's okay to be happy now, because I'm happy now
Tell me it's okay to be happy now, my life is finally leveling out, so

Tell me it's okay, tell me it's okay
Tell me it's okay, tell me it's okay
Tell me it's okay, tell me it's okay
Tell me it's okay, tell me it's okay"
Hard Times,After Laughter,"[Intro]
One, two

[Verse 1]
All that I want
Is to wake up fine
Tell me that I'm alright
That I ain't gonna die

All that I want
Is a hole in the ground
You can tell me when it's alright
For me to come out


[Chorus]
Hard times
Gonna make you wonder why you even try
Hard times
Gonna take you down and laugh when you cry
These lives
And I still don't know how I even survive
Hard times, hard times

And I gotta get to rock bottom
(Uh)


[Verse 2]
Walking around
With my little rain cloud
Hangin' over my head
And it ain't coming down

Where do I go?
Give me some sort of sign
You hit me with lightning
Maybe I'll come alive

[Chorus]
Hard times
Gonna make you wonder why you even try
Hard times
Gonna take you down and laugh when you cry
These lives
And I still don't know how I even survive
Hard times, hard times

And I gotta hit rock bottom
(Uh)


[Bridge]
Tell my friends I'm coming down
We'll kick it when I hit the ground
Tell my friends I'm coming down
We'll kick it when I hit the ground
When I hit the ground
When I hit the ground
When I hit the ground
When I hit the ground


[Chorus]
Hard times
Gonna make you wonder why you even try
Hard times
Gonna take you down and laugh when you cry
These lives
And I still don't know how I even survive
Hard times (Hard times), hard times (Hard times)
Hard times
Gonna make you wonder why you even try
Hard times
Gonna take you down and laugh when you cry
These lives
And I still don't know how I even survive
Hard times (Hard times), hard times

[Outro]

Hard times
Makes you wonder why you even try
Makes you wonder why you even try
Makes you wonder why you even try
Makes you wonder
Hard times
Still don't know how I even survive
Still don't know how I even survive
Still don't know how I even survive
Still don't know how I survive

And I gotta get to rock bottom
(Uh)"
Rose-Colored Boy,After Laughter,"[Intro]
Low-key, no pressure
Just hang with me and my weather
Low-key, no pressure
Just hang with me and my weather


[Verse 1]
Rose-colored boy
I hear you makin' all that noise about the world you want to see
And, oh, I'm so annoyed
'Cause I just killed off what was left of the optimist in me


[Pre-Chorus]
And, ooh, hearts are breakin' and wars are ragin' on
And I have taken, uh, my glasses off

You got me nervous, I'm right at the end of my rope
A half-empty girl, don't make me laugh, I'll choke


[Chorus]
Just let me cry a little bit longer
I ain't gon' smile if I don't want to
Hey, man, we all can't be like you
I wish we were all rose-colored too
My rose-colored boy


[Post-Chorus]
Low-key, no pressure
Just hang with me and my weather

[Verse 2]
And I want you to stop insisting that I'm not
A lost cause 'cause I been through a lot

And, really, all I've got is just to stay pissed off
If it's alright by you


[Pre-Chorus]
But hearts are breakin' and wars are ragin' on
And I have taken, uh, my glasses off

You got me nervous when you're turnin' it into a joke

A half-empty girl, don't make me laugh, I'll - 


[Chorus]
Just let me cry a little bit longer
I ain't gon' smile if I don't want to
Hey, man, we all can't be like you
I wish we were all rose-colored too
My rose-colored boy


[Bridge]
Hmm, ooh
Leave me here a little bit longer
I think I wanna stay in the car
I don't want anybody seein' me cry now

You say we gotta look on the bright side
I say, ""Well, maybe if you wanna go blind""
You say my eyes are gettin' too dark now
But, boy, you ain't ever seen my mind

[Chorus]
Just let me cry a little bit longer
I ain't gon' smile if I don't want to
Hey, man, we all can't be like you
I wish we were all rose-colored too
My rose-colored boy
Just let me cry a little bit longer
I ain't gon' smile if I don't want to
I know we all can't be like you
I wish we were all rose-colored too
My rose-colored boy


[Outro]
Low-key, no pressure
Just hang with me and my weather
Low-key, no pressure
Just hang with me and my weather"
Told You So,After Laughter,"[Verse 1]
For all I know
The best is over and the worst is yet to come

Is it enough
To keep on hopin' when the rest have given up?


[Pre-Chorus]
And they go


[Chorus]
""I hate to say 'I told you so'""
But they love to say they told me so
""I hate to say 'I told you so'""
But they love to say they told me


[Post-Chorus]
Say, they say they told me
Say, they say they told me
Well, you say, you say you told me


[Verse 2]
I know you like
When I admit that I was wrong and you were right
At least I try
To keep my cool when I am thrown into a fire

[Pre-Chorus]
And they go


[Chorus]
""I hate to say 'I told you so'""
But they love to say they told me so
""I hate to say 'I told you so'""
But they love to say they told me


[Post-Chorus]
Say, they say they told me
Say, they say they told me
Well, you say, you say you told me


[Bridge]
Throw me into the fire
Throw me in, pull me out again
Throw me into the fire
Throw me in, pull me out again
Throw me into the fire
Throw me in, pull me out again
Throw me into the fire
Throw me in, pull me out again
Throw me into the fire
Throw me in, pull me out again
Throw me into the fire
Throw me in, pull me out again
Throw me into the fire
Throw me in, pull me out again
Throw me into the fire
Throw me in, pull me out again
Throw me into the fire
Throw me in, pull me out again

[Chorus]
""I hate to say 'I told you so'""
But they love to say they told me so
""I hate to say 'I told you so'""
But they love to say they told me


[Post-Chorus]
(Throw me into the fire, throw me in)

Say, they say they told me

(Throw me into the fire, throw me in)

Say, they say they told me

(Throw me into the fire, throw me in)

Well, you say, you say you told me
(Say they told me, say they told me)


[Outro]
""Told you so"""
Forgiveness,After Laughter,"[Verse 1]
You hurt me bad this time, no coming back

And I cried 'til I couldn't cry, another heart attack
If I lay on the floor, maybe I'll wake up

And I don't pick up when you call 'cause your voice is a gun
Every word is a bullet hole
, shot a hole in the sun

If I never look up, maybe I'll never notice


[Chorus]
And you, you want forgiveness
But I, I just can't do it yet


[Verse 2]
There's still a thread that runs from your body to mine
And you can't break what you don't see, an invisible line

If I follow it down, will we just be alright?

But it could take me all your life to learn to love
How I thought I could love someone, I haven't even begun

If it's all up to us, we might as well give up


[Chorus]
And you, you want forgiveness
(I can barely hang on to myself)
But I, I can't give you that
(I can't give you, I can't give you that)
And you, you want forgiveness
(I'm afraid that I'll have nothing left)
But I, I just can't do it yet
(I can't do, I just can't do it yet)

[Bridge]
Don't you go and get it twisted
Forgiving is not forgetting
Don't you go and get it twisted
Forgiving is not forgetting
No, it's not forgetting
No, I'll never forget it, no


[Chorus]
And you, you want forgiveness
(I can barely hang on to myself)
But I, I can't give you that
(I can't give you, I can't give you that)
And you, you want forgiveness
(I'm afraid that I'll have nothing left)
But I, I just can't do it yet
(I can't do, I just can't do it yet)"
Fake Happy,After Laughter,"[Intro]
I love makin' you believe what you get is what you see
But I'm so fake happy, I feel so fake happy
And I bet everybody here is just as insincere
We're all so fake happy and I know fake happy


[Verse 1]
See, I been doin' a good job of makin' 'em think
I'm quite alright, better hope I don't blink
You see, it's easy when I'm stompin' on a beat
But no one sees me when I crawl back underneath


[Pre-Chorus]
Hey, if I smile with my teeth
I bet you believe me
If I smile with my teeth
I think I believe me


[Chorus]
Oh, please, don't ask me how I've been
Don't make me play pretend, oh, no
Oh, what's the use?
Oh, please, I bet everybody here is fake happy too


[Verse 2]
And if I go out tonight, dress up my fears
You think I look alright with these mascara tears?
See, I'm gonna draw my lipstick wider than my mouth
And if the lights are low, they'll never see me frown

[Pre-Chorus]
Hey, if I smile with my teeth
I bet you believe me
If I smile with my teeth
I think I believe me


[Chorus]
Oh, please, don't ask me how I've been
Don't make me play pretend, oh, no
Oh, oh, what's the use?
Oh, please, I bet everybody here is fake happy too


[Bridge]
I know I said that I was doin' good
And that I'm happy now (Ooh)
I shoulda known when things were goin' good
That's when I'd get knocked down

Ba-da-ba-da-ba-ba, ba-da-ba-da-ba-ba
Ba-da-ba-da-ba-ba, ba-da-ba-da-ba-ba
Ba-da-ba-da-ba-ba, ba-da-ba-da-ba-ba
Ba-da-ba-da-ba-ba, ba-da-ba-da-ba-ba

[Chorus]
Oh, please, just don't ask me how I've been
Don't make me play pretend, oh, no (Oh, no)
Oh, what's the use?
Oh, please, I bet everybody here is fake happy too

[Post-Chorus]
(Oh, please) Ba-da-ba-da-ba-ba, ba-da-ba-da-ba-ba
(Oh, please) Ba-da-ba-da-ba-ba, ba-da-ba-da-ba-ba
Oh, please, I bet everybody here is fake happy too

Ba-da-ba-da-ba-ba, ba-da-ba-da-ba-ba

[Outro]
Carlos"
26,After Laughter,"[Verse 1]
Man, you really know how to get someone down
Everything was fine until you came around

And I've been chasing after dreamers in the clouds
After all, wasn't I the one who said
To keep your feet on the ground?
Man, you really brought me back down


[Chorus]
Hold on to hope if you got it
Don't let it go for nobody

They say that dreaming is free
But I wouldn't care what it cost me


[Verse 2]
You got me tied up, but I stay close to the window
And I talk to myself about the places that I used to go

I'm hoping someday maybe I'll just float away
And I'll forget every cynical thing you say

When you gonna hear me out?
Man, you really bring me down


[Chorus]
Hold on to hope if you got it
Don't let it go for nobody
They say that dreaming is free
But I wouldn't care what it cost me

[Bridge]
Reality will break your heart
Survival will not be the hardest part
It's keeping all your hopes alive
When all the rest of you has died
So let it break your heart


[Chorus]
Hold on to hope if you got it
Don't let it go for nobody
Hold on to hope if you got it
Don't let it go for nobody
They say that dreaming is free
But I wouldn't care what it cost me"
Pool,After Laughter,"[Verse 1]
As if the first cut wasn't deep enough
I dove in again 'cause I'm not into givin' up
Coulda got the same rush from any lover's touch
Why get used to somethin' new? 'Cause no one breaks my heart like you


[Pre-Chorus]
When you kiss me, yeah, I wish we could see what happens next

For a moment, I could forget what happens in my head

If I doubt you, will you come through?
A happy second chance
Or happy ending
, but this time, you don't leave me sinkin'


[Chorus]
(I'm under water) No air in my lungs
(My eyes are open) And I'm givin' up
(You are the wave) I could never tame
If I survive, I'll dive back in


[Verse 2]
As if the first blood didn't thrill enough

I went further out to see what else was left of us

Never found the deep end of our little ocean
I drain the fantasy of you, headfirst into shallow pools


[Pre-Chorus]
And I wonder, is it better to get it over with?
The illusion can shatter before we begin

If you're really sorry, happy second chance
I think I could forgive, but this time, you won't leave me sinkin'

[Chorus]
(I'm under water) No air in my lungs
(My eyes are open) And I'm givin' up
(You are the wave) I could never tame
If I survive, I'll dive back in


[Bridge]
Dive back into (Right back into)
Dive right back into you and now I know you
Now I know you, now that I know you
Dive right back into you
Back into, right back into you
Dive right back into you and now I know you
Now I know you, now that I know you
Dive right back into you


[Chorus]
(I'm under water) No air in my lungs
(My eyes are open) And I'm givin' up
(You are the wave) I could never tame
If I survive, I'll dive back in
(I'm under water) No air in my lungs
(My eyes are open) And I'm givin' up
(You are the wave) I could never tame
If I survive, I'll dive back in
I'll dive back in
I'll dive back"
Grudges,After Laughter,"[Verse 1]
Strange how we found ourselves
Exactly where we left off
I know you're shaking my hand like it is the first time

Are we alright?
Are you recounting all my faults?
And are you racking your brain just to find them all?

Could it be that I've changed?
Or did you?
(Woo)

[Chorus]
Stop asking why
Why we had to waste so much time
Well, we just pick up, pick up and start again
'Cause we can't keep holding on to grudges


[Verse 2]
Time is a bastard
I won't break my neck to get around it

But aren't we so brave to give up a fight
And let the years go by without us?
'Cause now I feel you by my side
And I don't even care if it's been a while

I can feel that we've changed
And we're better this way
(Woo)

[Chorus]
Stop asking why
Why we had to waste so much time
Well, we just pick up, pick up and start again
'Cause we can't keep holding on to grudges


[Post-Chorus]
If you wanna call me up or come over
Come on, we'll laugh 'til we cry
Like we did when we were kids

'Cause we can't keep holding on to grudges


[Bridge]
Why did it take so long?
Why did it take so long?
Why did it take us so long to just let it go?
Why did it take us so long? Stop holding on
(Woo)

[Chorus]
Stop asking why
Why we had to waste so much time
Well, we just pick up, pick up and start again
'Cause we can't keep holding on to grudges


[Post-Chorus]
And if you wanna call me up or come over
Come on, we'll laugh 'til we cry
Like we did when we were kids

'Cause we can't keep holding on to grudges

[Outro]
No, we can't keep holding on to grudges

Could it be that I've changed?
Could it be that I've changed?
Could it be that I've changed?
Could it be that I've changed?
Or did you?"
Caught in the Middle,After Laughter,"[Intro]
One, two

[Verse 1]
I can't think of getting old
It only makes me want to die

And I can't think of who I was
'Cause it just makes me want to cry, cry, cry (Cry)


[Pre-Chorus]
Can't look back
Can't look too far ahead
I got the point
I got the message


[Chorus]
I'm just a little bit caught in the middle
I try to keep going, but it's not that simple
I think I'm a little bit caught in the middle
I gotta keep going or they'll call me a quitter
Yeah, I'm caught in the middle


[Verse 2]
I was dreaming life away

All the while just going blind
Can't see the forest for the trees
Behind the lids of my own eyes

[Pre-Chorus]
Nostalgia's cool
But it won't help you now
A dream is good (Don't wear it out)
If you don't wear it out


[Chorus]
And I'm just a little bit caught in the middle
I try to keep going, but it's not that simple
I think I'm a little bit caught in the middle
I gotta keep going or they'll call me a quitter
Yeah, I'm caught in the middle


[Bridge]
No, I don't need no help
I can sabotage me by myself
I don't need no one else
I can sabotage me by myself
I don't need no help
I can sabotage me by myself
I don't need no one else
I can sabotage me by myself (All the glory days are gone)
I don't need no help
I can sabotage me by myself (It's over now, I'm on my own)
I don't need no one else
I can sabotage me by myself (All the glory days are gone)
I don't need no help
I can sabotage me by myself (It's over now, I'm on my own)
I don't need no one else
I can sabotage me by myself

[Chorus]
And I'm just a little bit caught in the middle
I try to keep going, but it's not that simple
I think I'm a little bit caught in the middle
I gotta keep going or they'll call me a quitter
Yeah, I'm caught in the middle


[Outro]
I'm caught in the middle"
Idle Worship,After Laughter,"[Verse 1]
Standing here like I'm supposed to say something

Don't hold your breath, I never said I'd save you, honey

And I don't want your money
, if I was you, I'd run from me or
Rip me open
, you'll see you're not the only one who's hopeless

Be sure to put your faith in something more
I'm just a girl and you're not as alone as you feel
We all got problems, don't we? We all need heroes, don't we?
But rest assured there's not a single person here who's worthy


[Pre-Chorus]
La, la-la-la-la, la-la
Don't let me let you down


[Chorus]
(Eh, eh, eh, eh)
Hey, baby, I'm not your superhuman
(Eh, eh, eh, eh)
And if that's what you want, I hate to let you down
(Eh, eh, eh, eh)
I got your hopes up, now I got you hoping
(Eh, eh, eh, eh)
But I'm gonna be the one to let you down


[Verse 2]
Oh, it's such a long and awful lonely fall
Down from this pedestal that you keep putting me on
What if I fall on my face? What if I make a mistake?

If it's okay, a little grace would be appreciated

Remember how we used to like ourselves?

What little light that's left, we need to keep it sacred

I know that you're afraid to let all the dark escape ya
But we could let the light illuminate these hopeless places

[Pre-Chorus]
La, la-la-la-la, la-la
Just let me let you down


[Chorus]
(Eh, eh, eh, eh)
Hey, baby, I'm not your superhuman
(Eh, eh, eh, eh)
And if that's what you want, I hate to let you down
(Eh, eh, eh, eh)
I got your hopes up, now I got you hoping
(Eh, eh, eh, eh)
But I'm gonna be the one to let you down


[Post-Chorus]
La-la-la-la, la-la
La-la-la-la, la-la

[Bridge]
Oh, no, I ain't your hero (Eh, eh, eh)
You're wasting all your faith on me
Oh, no, I know where this goes (Eh, eh, eh)
Think it's safe to say that your savior doesn't look a thing like me


[Pre-Chorus]
La, la-la-la-la, la-la (Don't let me, don't let me, don't let me)
Don't let me let you down

[Chorus]
(Eh, eh, eh, eh)
Hey, baby, I'm not your superhuman
(Eh, eh, eh, eh)
And if that's what you want, I hate to let you down
(Eh, eh, eh, eh)
I got your hopes up, now I got you hoping
(Eh, eh, eh, eh)
But I'm gonna be the one to let you down
(Eh, eh, eh, eh)
Hey, baby, I'm not your superhuman
(Eh, eh, eh, eh)
And if that's what you want, I hate to let you down
(Eh, eh, eh, eh)
I got your hopes up, now I got you hoping
(Eh, eh, eh, eh)
But I'm gonna be the one to let you down"
No Friend,After Laughter,"[Spoken Intro: Aaron Weiss]

Found these old letters from years ago

Felt it was fitting to continue that correspondence
Can't help I'm sentimental
Thanks for talking with me today
I hope this is helpful for you
I also hope that Birdie
is happy and healthy
And staying out of trouble to a reasonable extent
What I wrote was sort of my way of finally being able to address how it feels to have…


[Verse: Aaron Weiss]

Another brick-red room
, another black-top town

Another misspelled band
burning their own houses down

Another pine-box tune to fill the cemetery day

Another star
, a touch of orange over purgatory gray

Another thorny field to scatter fruitless seed
Another song that runs too long
, God knows no one needs
More misguided ghosts
, more transparent hands

To drop a nickel in our basket and we'll do our RIOT! dance

Beneath another burning sky
, behind our painted lips

In scores of catatonic smile-covered ankle-bitten ships

Throw your pedestal of stone in the forgetful sea
As protection from the paper-thin
perfection you project on me
And when this repetition ends, behind the window shades

A semi-conscious sorrow sleeping in the bed I've made

That most unrestful bed, that most original of sins
And you'll say
that's what I get when I let ambition win
Again
, I'd hate to let you down
, so I'll let the waters rise
And drown my dull reflection in the naïve expectation in your eyes
Back in a cast bit-part
, back when I felt most free
I had a butcher's heart and no one thought they knew me

So before the regiment resumes, before the dreaded sun appears

My driver's waiting, so let's make one point crystal clear

You see a flood-lit form, I see a shirt design
I'm no savior of yours and you're no friend of mine

[Chorus: Aaron Weiss]
You're no friend of mine, you're no friend of mine
I'm no savior of yours and you're no friend of mine
You see a flood-lit form, I see a shirt design
I'm no savior of yours and you're no friend of mine


[Spoken Outro: Aaron Weiss]
…To see myself in the reflection of people's eyes
Realizing that what they see may not even be close to the image I see in myself

And I think I might actually be more afraid to let my own self down than anything else
I feel like the man in the story who saw a bear floating in the river and thought it was a fur coat

Twelve years ago, I stood on the shore and jumped in and grabbed the coat

The river was rushing toward a waterfall
And my friend stood on the shore and shouted to let go of the coat and swim back to land

I let go of the coat, but the coat won't let go of me

In any case, please let me know if there's more I can give you
If nothing comes of it, then just know we are grateful"
Tell Me How,After Laughter,"[Verse 1]
I can't call you a stranger
But I can't call you

I know you think that I erased you

You may hate me, but I can't hate you
And I won't replace you


[Chorus]
Tell me how to feel about you now
Tell me how to feel about you now
Oh, let me know
Do I suffocate or let go?


[Verse 2]
Think I'm tired of getting over it
And just starting something new again

I'm getting sick of the beginnings
And always coming to your defenses

I guess it's good to get it off my chest
I guess I can't believe I haven't yet

You know I got my own convictions
And they're stronger than any addiction

But no one's winning


[Chorus]
Tell me how to feel about you now
Tell me how to feel about you now
Oh, let me know
Do I suffocate or let go?
Tell me how to feel about you now
Tell me how to feel about you now
Oh, let me know
Do I suffocate or let go?

[Bridge]
Keep me up with your silence
Take me down with your quiet
Of all the weapons you fight with
Your silence is the most violent


[Chorus]
Tell me how to feel about you now
Tell me how to feel about you now
Oh, let me know
Do I suffocate or let go?
Tell me how to feel about you now
Tell me how to feel about you now
Oh, let me know
Do I suffocate or let go?


[Outro]
You don't have to tell me if you ever think of me

I know you see me dancing wildly in the fog of your memory

You don't have to tell me
, I can still believe"
This Is Why,This Is Why,"[Verse 1]
If you have an opinion
Maybe you should shove it

Or maybe you could scream it

Might be best to keep it


[Pre-Chorus]
To yourself (To yourself)
To yourself (To yourself)


[Chorus]
This is why I don't leave the house

You say the coast is clear
But you won't catch me out

Oh, why?
This is why


[Verse 2]
Better have conviction
'Cause we want crimes of passion
Survival of the fittest
You're either with us or you can keep it


[Pre-Chorus]
To yourself (To yourself)
To yourself (To yourself)
To yourself, yourself, yourself
To yourself (To yourself)

[Chorus]
This is why I don't leave the house

You say the coast is clear
But you won't catch me out
Oh, why?
This is why
This is why I don't leave the house

You say the coast is clear
But you won't catch me out
Oh, why?
This is why


[Bridge]
One step beyond your door
It might as well have been a free fall

One step beyond your door
Falling down an endless hall
One step beyond your door
Might as well have been a free fall
One step beyond your door
And I'm floating like a cannonball


[Chorus]
This is why I don't leave the house

You say the coast is clear
But you won't catch me out
Oh, why?
This is why
This is why I don't leave the house

You say the coast is clear
But, oh no, you won't catch me out
Oh, why?
This is why"
The News,This Is Why,"[Verse 1]
War, a war, a war on the far side
On the other side of the planet

And I've got war, a war, a war right behind my eyes
Right behind them just like a headache


[Pre-Chorus]
So I turn on the news
Turn off the news


[Chorus]
Every second, our collective heart breaks
All together, every single head shakes

Shut your eyes, but it won't go away
Turn on, turn off the news

Every second, our collective heart breaks
All together, every single head shakes

Shut your eyes, but it won't go away
Turn on, turn off the news


[Verse 2]
Far, I'm far, so far from the front line
Quite the opposite, I'm safe inside

But I worry and I give money and I feel useless behind this computer

And that's just barely scratched the surface of my mind

[Pre-Chorus]
So I turn on the news
Turn off the news
Turn on the news
Turn off the news


[Chorus]
Every second, our collective heart breaks
All together, every single head shakes

Shut your eyes, but it won't go away
Turn on, turn off the news

Every second, our collective heart breaks
All together, every single head shakes

Shut your eyes, but it won't go away
Turn on, turn off the news


[Bridge]
Exploitative, performative
Informative and we don't know the half of it

Rhetorical, deplorable
Historical, and all along, we called it normal

Exploitative, performative
(Turn on)
Informative and we don't know the half of it

Rhetorical, deplorable
(Turn off)
Historical, and all along, we called it normal
All along, we called it normal

[Chorus]
Every second, our collective heart breaks
All together, every single head shakes

Shut your eyes, but it won't go away
Turn on, turn off the news

Every second, our collective heart breaks
All together, every single head shakes

Shut your eyes, but it won't go away
Turn on, turn off the news"
Running Out Of Time,This Is Why,"[Verse 1]
Said I was gonna take some flowers to my neighbor
, but I
Ran out of time

Didn't wanna show up to the party empty-handed, but I
Ran out of time

Said I'd walk the dog a little further than the driveway tonight
The extra mile

Thought I'd send a card with my condolences, but, damn, I
Just ran out of time


[Pre-Chorus]
Intentions only get you so far
What if I'm just a selfish prick? No regard, ah


[Chorus]
I'm always running out of time
I'm always running out of time


[Verse 2]
Never mind, I hit the snooze on my alarm twenty times
But I was just so tired

There was traffic, spilled my coffee, crashed my car, otherwise
Woulda been here on time

Shoulda, coulda, wouldn't matter, ultimate alibi
You know it's a lie
There was a fire (Metaphorically)

Be there in five (Hyperbolically)

[Pre-Chorus]
Intentions only get you so far
(It was on my list, I swear I meant to get to it)

A harsh reality to discover, ah

[Chorus]
I'm always running out of time

(She's always running out of time)

I'm always running out of time


[Bridge]
Why we gotta be in a rush?
My watch is just for decoration, mm

Look, I showed up early for once
Now that's a new sensation, mm

[Chorus]
We're always running out of time

(She's always running out of time)

I'm always running out of time
I'm always running out of time

(She's always running out of time, out of time)

I'm always running out of time"
C'est Comme Ça,This Is Why,"[Chorus]
C'est comme ça, c'est comme ça

Na-na-na-na-na-na-na
C'est comme ça, c'est comme ça

Na-na-na-na-na-na-na
C'est comme ça, c'est comme ça

Na-na-na-na-na-na-na
C'est comme ça, c'est comme ça

Na-na-na-na-na-na-na

[Verse 1]
In a single year, I've aged one hundred

My social life: a chiropractic appointment

Sit still long enough to listen to yourself
Or maybe just long enough for you to atrophy to hell

[Chorus]
C'est comme ça, c'est comme ça

Na-na-na-na-na-na-na
C'est comme ça, c'est comme ça

Na-na-na-na-na-na-na

[Verse 2]
I'm off caffeine on doctor's orders
Said it was gonna help to level out my hormones

Lucky for me, I run on spite and sweet revenge

It's my dependence on the friction that really hinders my progression

[Pre-Chorus]
I know that regression is rarely rewarded
I still need a certain degree of disorder


[Chorus]
C'est comme ça, c'est comme ça

Na-na-na-na-na-na-na
C'est comme ça, c'est comme ça

Na-na-na-na-na-na-na
C'est comme ça, c'est comme ça

Na-na-na-na-na-na-na
C'est comme ça, c'est comme ça

Na-na-na-na-na-na-na

[Bridge]
I know that regression is rarely rewarded
I still need a certain degree of disorder

I hate to admit gettin' better is boring
But the high cost of chaos, who can afford it?


[Chorus]
C'est comme ça, c'est comme ça

Na-na-na-na-na-na-na
C'est comme ça, c'est comme ça

Na-na-na-na-na-na-na
C'est comme ça, c'est comme ça

Na-na-na-na-na-na-na
C'est comme ça, c'est comme ça

Na-na-na-na-na-na-na
C'est comme ça, c'est comme ça

Na-na-na-na-na-na-na
C'est comme ça, c'est comme ça

Na-na-na-na-na-na-na
C'est comme ça, c'est comme ça

Na-na-na-na-na-na-na
C'est comme ça, c'est comme ça

Na-na-na-na-na-na-na"
"Big Man, Little Dignity",This Is Why,"[Verse 1]
Don't mean to stare at you from across the room
It's like I'm glued to the sheer sight of you
And you're so smooth, it's pitiful
Know you could get away with anything, so that's exactly what you do


[Chorus]
Big man, ooh
Little dignity

Big man, ooh
Little dignity
No offense, but you
You got no integrity

Big man, ooh
Ooh-la-la-la, little dignity

[Verse 2]
Well, well, well, look at you, don't you clean up nice?

Bet it feels good to leave the past behind
Your subscription to redemption has been renewed

You keep your head high, smooth operator in a shit-stained suit


[Chorus]
Big man, ooh
Little dignity
Big man, ooh
Little dignity

No offense, but you
You got no integrity

Big man, ooh
Ooh-la-la-la, little dignity

[Post-Chorus]
Oh, I can't look away

[Bridge]
I memorized all your lines

I can't look away, you're like a movie that I love to hate
I fantasize your demise

I should look away because I know you're never gonna change
I keep thinkin' this time, the end'll be different
But it isn't

I keep thinkin' (Keep thinkin') the end is gonna be different
But you keep on winning


[Chorus]
Big man, ooh
Little dignity
Big man, ooh
Little dignity

No offense, but you
You got no integrity

Big man, ooh
Ooh-la-la-la, little dignity


[Outro]
(Ah)
(Ah)
(Ah)
(Ah)"
You First,This Is Why,"[Verse 1]
Living well is not my kind of revenge

You should take it from me
Living well is just a privilege

Thought I'd simmer down as I got older

Can't shake the devil sitting on my shoulder

Who invited you?

[Pre-Chorus]
Just like a stray animal
I keep feeding scraps
I give it my energy
And it keeps on coming back

But just like a stray animal
I keep feeding scraps
I give it my energy
And it keeps on coming


[Chorus]
Everyone is a bad guy
And there's no way to, no way to know
Who's the worst

Karma's gonna come for all of us
And I hope, well, I hope, I just hope
She comes, comes for you first, oh

[Verse 2]
Which wolf wins?
I guess it really depends, just gotta wait and see
Which one's appetite's the biggest

Turns out I'm livin' in a horror film
Where I'm both the killer and the final girl
So who, who are you?


[Pre-Chorus]
Just like a stray animal
I keep feeding scraps
I give it my energy
And it keeps on coming back
But just like a stray animal
I keep feeding scraps
I give it my energy
And it keeps on coming


[Chorus]
Everyone is a bad guy
And there's no way to, no way to know
Who's the worst
'Cause karma's gonna come for all of us
And I hope, well, I hope, I just hope
She comes, comes for you first, oh

[Bridge]
Never said I wasn't petty
Never said I wasn't petty
I never said I wasn't petty
You can bet I don't regret it for a second
It's a pleasure, it's a reckoning
Never said I wasn't petty
I'll do better when you're better
Let me revel in your defeat

[Chorus]
Everyone is a bad guy
And there's no way to, no way to know
Who's the worst
But karma's gonna come for all of us
And I hope, well, I hope, I just hope
She comes, comes for you first, oh"
Figure 8,This Is Why,"[Verse 1]
Drained me dry, down to the last drop

Pearls before swine
, all flowers die

Tapped the last good vein

Don't know how to shut it off


[Pre-Chorus]
Yeah, once you get me going
(I don't know how to stop, I don't know how to stop)
Once you get me going
(I don't know how to stop, I don't know how to)


[Chorus]
All for your sake
Became the very thing that I hate

I lost my way

Spinnin' in an endless figure eight


[Verse 2]
I won't miss the feelin'

My flimsy spine, unsuspicious mind

I was only bein' kind
But you mistook me for weak


[Pre-Chorus]
And once I get going, mm
I don't know how to stop, I don't know how to stop
Going
I don't know how to stop, I don't know how to

[Chorus]
All for your sake
Became the very thing that I hate

I lost my way

Spinnin' in an endless figure eight


[Bridge]
Candlelight, candlelight
Burnin' 'til broad daylight

Candlelight, candlelight
Burnin' at both ends tonight

How could I? How could I?
If I'm made of thin ice
How could I? How could I?
You'd be wise if you thought twice


[Chorus]
All for your sake
Became the very thing that I hate

I lost my way

Spinnin' in an endless figure

What remains
And now I think I'm losing my shape
Not a trace

No end and no beginning, figure eight"
